text,target
['Three people were killed yesterday in Nyabihu District when an oil tanker skidded off the road smashed into a house nearby and burst into flames.' '' 'According to Police the accident that occurred in Jenda Sector of the Western Province district took place at around 6:45am.' '' 'Superintendent Emmanuel Hitayezu the Western Regional Police spokesperson said two people died from the crashed house while another died during attempts to rescue him.' '' 'The deceased have been identified as Kanyarugano Seyeze 82 and his spouse Perouth Nyangufi 72.' '' 'The third victim was identified as Gentille Toyota 37 a neighbour to the elderly couple.' '' 'Aline Mwiza sustained serious injuries in the accident.' '' 'Bodies of the deceased where taken to Bigogwe Health Centre for postmortem exam while the injured were undergoing treatment at the same health facility.' '' 'Supt. Hitayezu said preliminary investigations show that the driver of the tanker was speeding.' '' '“The driver was speeding and failed to control the truck and due to the high speed the second wagon of the tanker detached from it and rammed into the house before catching fire. It was unfortunate that we were not able to rescue anyone in the house” he said.' '' 'Police firefighters put out the ensuing inferno and ensured that it did not spread to other homes along the route.The driver of the oil tanker and two other passengers reportedly of Congolese nationality fled the scene following the accident.' '' 'It is believed that they fled back to DR Congo in another truck.' '' 'Relatives of the deceased have called for those responsible to be brought to justice.' '' '“We unfortunately arrived on the scene too late to rescue them. The driver should be arrested and face justice. Others would learn from that” said Dieudonné Kajiwabo a nephew to one of the victims.' '' 'Hitayezu urged motorists to always read signposts along the roads avoid speeding and ensure their vehicles are in good mechanical condition in order to prevent avoidable accidents.'],1
['N/A'],1
['GAKENKE - At least 12 people who were travelling from Musanze to Kigali were on Thursday injured in a road accident in Gakenke town.' '' 'The accident which involved an ONATRACOM minibus registration number GR 822 was caused by a cyclist  who was riding along the main road according to eye witnesses.' '' 'The injured were rushed to Nemba Hospital.   ' '' '“The cyclist refused to give way to the speeding bus. When the bus attempted to overtake the cyclist it hit a pavement and overturned ’’ Claude Habimana one of the eye witnesses said.' '' 'The District Police commander Francis Gahima warned cyclists  against riding on the highway adding that Police would intensify efforts to rid bicycles off the main road.'],1
['N/A'],1
['N/A'],1
['A Volcano passenger bus that was heading to Kampala-Uganda from Kigali which set off at about 9:00pm last night is reported to have been involved in an accident.' '' 'The accident occurred as the bus approached Gatuna boarder at a place called Rukomo. Many passengers are said to have sustained injuries and have been rushed to Byumba hospital for First Aid.'],1
['Kigali — One person died and 19 were injured when a Bujumbura bound bus belonging to Gagaa Bus Services rammed into a retaining wall at Ntarabana in Rulindo District along Gatuna-Kigali highway.' '' 'The accident took place yesterday morning at around 4 a.m. shortly after the bus registration No. UAR 135Z left Gatuna border post from Kampala heading to Bujumbura.'],1
['N/A'],1
['APR and the local handball fraternity are in deep sorrow following the sudden death of their player Yvan Shimirwa yesterday evening in a car accident.' '' 'The fatality occurred in Kayonza District between Kiziguro and Kiramuruzi trading centres as the deceased was travelling from Nyagatare District.' '' ' Shimirwa died on spot while two others including the driver of the Fuso truck in which they were travelling have been admitted at the University Central Hospital of Kigali (CHUK).' '' 'The truck which according to eyewitnesses was loaded with grains swerved off the road and overturned after the driver failed to negotiate a corner.' '' 'Shimirwa 27 started his playing career at APR Handball Club after completing high school and according to relatives; he was set to join university this year.' '' 'APR Handball head coach Anaclet Bagirishya has described Shimirwa’s death as a great loss not only to his family but also his club and the sports fraternity.' '' '“It’s a difficult situation for us; he has been a good player talented social and humble. It is a big blow to us” said Bagirishya  '],1
['Five people sustained serious injuries and eight others got minor injuries after the commuter taxi registration number RRA 041U they were travelling in last evening lost control and rammed into another vehicle before it hit a pavement at Kanogo roundabout.' '' 'According to an eye witness who was identified as Jean Jack Rubangisa the taxi was coming from the city centre heading to Remera.' '' '“The taxi lost control after hitting another vehicle and eventually crashed into the road side pavement” Rubangisa added.' '' '“It was on a high speed before it rammed into the other vehicle” said Peace Murenzi a traffic police officer who was at the scene.' '' 'The taxi driver was seriously injured with both his legs  visibly broken.' '' 'Some of the injured people were taken to CHUK hospital while others were rushed to Kanombe Military Hospital by SAMU (Service Aid Medical Agency) vans that arrived at the scene minutes after.'],1
